id,fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,type
1,6.98505721991602,0.491363250389114,0.219772324299728,2.03442360679583,0.0480116966558545,135.370010145715,333.479140718557,0.993443261454345,3.26286536476727,0.36848621597947,11.0207018840147,NA,NA
2,7.33459144641544,0.192074020409866,0.309647880900627,14.3311861120518,0.0459713534142842,34.7924969579174,207.321006248493,0.999557835846318,3.0945400462542,0.499677921338907,9.10274772578997,NA,NA
3,5.86427777686456,0.28163264693627,0.222798873753565,12.1283040550805,0.0491279276871513,43.9967301979461,158.509474867237,0.996772786667038,3.19956400954337,0.462584325277976,9.95910469854295,NA,NA
4,7.19389047708505,0.241123859218693,0.392631100044075,18.3439577452264,0.0579975188719042,46.2143955008007,169.510146057725,1.00074053715071,3.22586248204873,0.359091320954091,8.50039732394333,NA,NA
5,6.37255434581319,0.252509477590113,0.531681915477874,6.51488222764827,0.0390291159116318,58.0172606420016,222.350532234796,0.994941296593087,3.02099407770885,0.419098888401224,8.9155728945772,NA,NA
6,6.43964794695787,0.4716665053878,0.0610641038998215,1.00247487468228,0.0309024846230408,9.21166759756358,144.145399693564,0.991328087732516,2.97682949724238,0.291588810285197,10.7623640943604,NA,NA
7,12.4945267597474,0.459401030543032,0.629671288838999,1.9942179514588,0.0720715822524287,5.63117300148445,14.2000030954779,0.999814765580227,3.00365541268009,0.870708281372703,10.2713055708566,NA,NA
8,6.01772939056975,0.251189002313971,0.28186288542612,7.50620897532301,0.0538919695086541,35.0197789544599,143.118810293564,0.996757082447504,3.07209622923165,0.502817516457928,9.53717111095017,NA,NA
9,7.41873391479356,0.261716938180748,0.529797897240693,12.6410581854448,0.0479769888820714,60.905889806689,162.119477838373,0.998805319937181,3.05383066630696,0.451546481966434,9.15112843960639,NA,NA
10,7.64470729968188,0.598351008613416,0.0309421403610836,1.81120952812186,0.0960057712575067,25.5377433154916,101.496947971355,0.995661333486404,3.35815072694881,0.540107839123433,10.2438946031419,NA,NA
11,7.05450013749564,0.350760610602799,0.741943969756134,1.00052372145622,0.0449915461029077,18.1632192274032,113.18658394226,0.993453769698788,3.13246920694881,0.553149108464773,10.1744154344896,NA,NA
12,6.29757077425145,0.270851712059279,0.180668630535711,1.4844493046807,0.0290370173987491,20.3084122553592,112.239479104906,0.993027734786503,3.43133704496848,0.499817311589905,10.0348546568175,NA,NA
13,6.85764932760964,0.369902252018354,0.282026425533037,4.14835863962962,0.0309545870149469,29.2767181216616,83.9565170483713,0.991183397465627,3.22202274129639,0.459489131635383,12.2229284489344,NA,NA
14,6.74983020456093,0.220879806454584,0.371862706756408,1.62890862581846,0.0289183322211072,23.7100279614837,91.2131533471196,0.992737800084747,3.27958054422106,0.588390377662756,11.5946127973887,NA,NA
15,6.48114525804985,0.171023899205456,0.324548548640155,2.30776894938416,0.0489273327896114,42.9297633959006,195.03909765541,0.995264918208133,3.50400099601315,0.498777579496504,9.86846871953426,NA,NA
16,10.124129220545,0.431356387857741,0.402326705397159,2.61753864740871,0.0929468862639363,14.2496411111767,47.6777783467306,0.998781094336357,3.23842623123833,0.644851371480138,9.91181859640843,NA,NA
17,7.48580741083862,0.302192336862132,0.269401313228296,10.8919802862049,0.0398351257093438,29.2424596183021,107.659484098521,0.998920292315075,3.28780053652153,0.300775245930277,9.40236080133021,NA,NA
18,6.26031112110505,0.231056378663615,0.300555875061226,1.78148329954626,0.0340456547255361,15.5423116390395,86.2382883649079,0.990762821836125,3.28147067877083,0.399125589297132,11.8358053208843,NA,NA
19,6.6296799761466,0.180507896292214,0.311949061027246,10.7886506099836,0.0358975640053807,40.6428135163765,147.276237281437,0.996743454789264,3.08625378761688,0.49247408695663,9.74870556497184,NA,NA
20,7.09074115165208,0.191724014973638,0.280972734146622,3.06106660015569,0.0550854583763181,32.3105551509921,104.067551704397,0.99386284301311,3.15507936024146,0.400165342106064,10.8056055108425,NA,NA
21,6.97617471641054,0.350391937816009,0.240592864253347,1.89067252238995,0.0408991237566337,21.2924665888991,125.620470086741,0.993089154730701,3.348402919212,0.382005582197301,11.0161224448868,NA,NA
22,7.08427202647974,0.711204712124302,0.000998308587741195,1.89830764566267,0.0805955911838216,13.4215356474022,37.1904823369969,0.998550595671638,3.4751047613936,0.55196272292312,9.3213433838047,NA,NA
23,6.0555681708133,0.339960708043023,0.28948977603273,6.09340965841736,0.0471092143417856,28.9482487296996,114.168082677392,0.996091127373021,3.49779680205216,0.573294865255407,10.7261893765144,NA,NA
24,6.45226137173776,0.311810569435645,0.309635851629893,13.1106150401869,0.0458989167323253,59.3521390640463,146.882294693501,0.996132782461948,3.02453878351095,0.58709728605312,10.1255574312483,NA,NA
25,7.37948676083622,0.181582999702075,0.357976447765948,12.9576790936117,0.0568407900093436,73.5252779058558,173.622236689927,1.00062880334748,3.39869274550602,0.351299363360477,9.31947281450441,NA,NA
