fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,type
8.73413988610888,0.629961093130564,0.170710201139787,2.84409301772358,0.100227117089059,20.8500985619654,128.669744312339,0.998642713260601,3.09710318977766,0.521901331383004,9.31994980322099,5,Red
5.76814852820243,0.501336387034776,0.0510190123931373,2.63616896960144,0.0549689883614859,36.5499660790761,150.48472804614,0.99619706171412,3.42882693563234,0.500913621444076,9.37093973702405,4,White
7.23540681615305,0.278318103780159,0.360998765060063,1.12407599637513,0.0289488235122698,41.8964768859193,108.665824041171,0.990555484231885,2.97200684613236,0.387927732820625,12.2528303283515,3,White
5.7089695537047,0.418153495191645,0.300818798859943,2.18437632875845,0.0359193162470361,26.2602451658893,141.448679711062,0.990871935530711,3.30659900761377,0.472034736925848,12.8807248930191,4,White
6.48050905695049,0.221228021707146,0.320125878539502,8.00438795417648,0.0299257698176702,32.4496613895141,121.646931846228,0.995525862735005,3.37843770874825,0.390884967297221,10.164664878688,5,White
6.21141679667735,0.231288565365246,0.230056922597406,1.22590893630572,0.019030632469007,17.5224176183989,141.56295033662,0.993361183737869,3.04290995683765,0.28022118764288,10.8737087174583,5,White
10.657836379908,0.221319408678063,0.562917666213748,8.29456002577608,0.0449829322911015,36.7537732487208,190.534016324398,0.997869235502171,2.87102017126193,0.683761456152919,9.48786498334843,4,White
5.58027847150957,0.341671260649754,0.250212390322387,2.53570116737025,0.0470961016528991,47.116229056057,158.31674711002,0.993088702448137,3.22055705641333,0.400356847358408,11.24454653858,5,White
9.47360297475642,0.432092732877287,0.240378652137156,2.86901963923934,0.0927144353635633,14.2969904833735,48.097469714173,0.99983812341565,3.18511499759164,0.731141358162174,9.9984576872623,4,Red
6.19580442640415,0.253085894876402,0.540059192631098,7.13086935426584,0.0470445277719022,56.2576701614692,203.413810845509,0.995532289362575,3.19814227471722,0.699396837143977,10.4194471744821,5,White
6.08588975448039,0.171650907200191,0.211132151410258,6.25203379707645,0.0510229347350859,24.9364323991574,141.508082511937,0.996104333132587,3.08533198844571,0.537530419146183,9.62205891730953,4,White
8.45111907462196,0.221940316980399,0.330826167764197,1.17122566151762,0.0319968410563388,35.7796458125523,104.114777355662,0.992547392321801,2.81853396780323,0.309438218284443,10.1851270557883,5,White
6.59496221355815,0.159881696438475,0.56954951079587,1.07541122210114,0.130981007402745,57.6474985626679,151.986547396235,0.99500099785403,3.11690807959268,0.390568945932837,9.3581096041721,3,White
